num_if,num_else,num_switch,num_loof,num_break,num_Priority,num_binSearch,num_minMax,num_sort,num_hash_map,num_hash_set,num_recursive,num_nasted_loop,num_vari,num_method,num_state,complexity,complexity_class,efficiency,filename
0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,3,n,linear,efficient,HowtocheckifagivennumberisFibonaccinumberGeeksforGeeks-1.java
5,0,0,8,0,0,0,0,0,0,0,1,0,18,7,21,v+e,linear,efficient,ShortestPathinDirectedAcyclicGraphGeeksforGeeks-1.java
0,0,0,1,0,0,0,0,0,0,0,0,0,6,2,2,n^2,quadratic,inefficient,ShuffleagivenarrayusingFisherYatesshuffleAlgorithmGeeksforGeeks-1.java
4,0,0,0,0,0,0,0,0,0,0,2,0,5,2,8,mn,polynomial,inefficient,GiventwostringsfindiffirststringisasubsequenceofsecondGeeksforGeeks-1.java
3,0,0,0,0,0,0,0,0,0,0,7,0,2,2,7,log n,logarithmic,efficient,ProgramforFibonaccinumbersGeeksforGeeks-6.java
1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,4,log b,logarithmic,efficient,RussianPeasantMultiplytwonumbersusingbitwiseoperatorsGeeksforGeeks-1.java
3,1,0,0,0,0,0,0,0,0,0,1,0,3,2,8,logn,logarithmic,efficient,WriteaprogramtocalculatepowxnGeeksforGeeks-3.java
1,0,0,7,0,0,0,0,0,0,0,0,3,6,3,13,v^3,polynomial,inefficient,TransitiveclosureofagraphGeeksforGeeks-1.java
6,0,0,2,0,0,0,0,0,0,0,1,0,6,3,15,v+e,linear,efficient,CheckwhetheragivengraphisBipartiteornotGeeksforGeeks-4.java
9,0,0,6,1,0,0,0,0,0,0,1,0,13,6,23,v+e,linear,efficient,EulerianpathandcircuitforundirectedgraphGeeksforGeeks-1.java
4,1,0,2,0,0,0,0,0,0,0,0,2,6,2,10,n^2,quadratic,inefficient,MinimumnumberofjumpstoreachendGeeksforGeeks-3.java
1,0,0,1,0,0,1,1,0,0,0,0,0,4,2,4,log n,logarithmic,efficient,ExponentialSearchGeeksforGeeks-1.java
8,1,0,1,0,0,0,1,0,0,0,3,0,8,5,24,n^2,quadratic,inefficient,MaximumLengthChainofPairsDP20GeeksforGeeks-2.java

6,0,0,11,0,0,0,0,0,0,0,0,2,21,4,30,n + m + z,linear,efficient,AhoCorasickAlgorithmforPatternSearchingGeeksforGeeks-1.java

2,0,0,4,0,0,0,0,0,0,0,0,2,8,2,9,sum*n,quadratic,inefficient,DynamicProgrammingSubsetSumProblem-2.java
0,0,0,1,0,0,0,4,0,0,0,0,0,7,2,3,n,linear,efficient,MaximumprofitbybuyingandsellingashareatmosttwiceGeeksforGeeks-2.java
0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,log n,logarithmic,efficient,ProgramforFibonaccinumbersGeeksforGeeks-7.java
5,0,0,0,0,0,0,0,0,0,0,2,0,3,3,10,n,linear,efficient,CountPossibleDecodingsofagivenDigitSequenceGeeksforGeeks-1.java
1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,constant,efficient,NexthighernumberwithsamenumberofsetbitsGeeksforGeeks-1.java
0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,constant,efficient,SwapalloddandevenbitsGeeksforGeeks-2.java
3,0,0,2,0,0,0,0,0,0,0,2,2,4,3,13,n*k,quadratic,inefficient,BinomialCoefficientDP9GeeksforGeeks-4.java
0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,constant,efficient,Computemodulusdivisionbyapowerof2numberGeeksforGeeks-1.java
0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,3,n,linear,efficient,CountsetbitsinanintegerGeeksforGeeks-5.java
1,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,2^n,exponential,inefficient,CountwaystoreachthenthstairGeeksforGeeks-1.java
1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,constant,efficient,DetectiftwointegershaveoppositesignsGeeksforGeeks-4.java
3,1,0,3,1,0,0,0,1,0,0,0,0,6,3,13,n log n,linearithmic,efficient,FindnextgreaternumberwithsamesetofdigitsGeeksforGeeks-1.java
0,0,0,1,0,0,0,0,0,0,0,0,0,5,2,3,n,linear,efficient,FindtheelementthatappearsonceGeeksforGeeks-1.java
4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,1,constant,efficient,Programtofindwhetheragivennumberispowerof2GeeksforGeeks-5.java
2,0,0,2,0,0,0,0,0,0,0,0,0,6,3,5,nlogn,linearithmic,efficient,SortanarrayinwaveformGeeksforGeeks-2.java
15,8,0,4,0,0,0,0,0,0,0,4,2,12,3,43,n^3,polynomial,inefficient,BooleanParenthesizationProblemDP37GeeksforGeeks-2.java
0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,3,log n,logarithmic,efficient,CountsetbitsinanintegerGeeksforGeeks-1.java
1,0,0,3,0,0,0,0,0,0,0,0,2,8,3,5,n^2,quadratic,inefficient,BubbleSortGeeksforGeeks-1.java
1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,1,constant,efficient,CheckwhetheragivenpointliesinsideatriangleornotGeeksforGeeks-1.java
3,0,0,1,0,0,0,0,0,0,0,0,0,5,2,6,n1 + n2 + n3,linear,efficient,FindcommonelementsinthreesortedarraysGeeksforGeeks-1.java
3,0,0,7,0,0,0,2,0,0,0,0,2,12,2,17,n^2,quadratic,inefficient,GivenamatrixofOandXfindthelargestsubsquaresurroundedbyXGeeksforGeeks-2.java
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,log n,logarithmic,efficient,BirthdayParadoxGeeksforGeeks-1.java
4,0,0,4,0,0,0,0,0,0,0,0,3,11,2,16,v+e,linear,efficient,CheckwhetheragivengraphisBipartiteornotGeeksforGeeks-3.java
4,1,0,3,0,0,0,0,0,0,0,0,2,5,2,13,n^2,quadratic,inefficient,MagicSquareODDOrderGeeksforGeeks-1.java

2,0,0,8,0,0,0,2,0,0,0,0,2,6,2,17,mn,polynomial,inefficient,Maximumsizesquaresubmatrixwithall1sGeeksforGeeks-1.java
4,0,0,4,0,0,0,1,0,0,0,0,4,8,2,14,v^3k,exponential,inefficient,ShortestpathwithexactlykedgesinadirectedandweightedgraphGeeksforGeeks-2.java
4,0,0,4,0,0,0,2,0,0,0,1,0,12,4,11,e*(v+e,polynomial,inefficient,BridgesinagraphGeeksforGeeks-1.java
4,0,0,0,0,0,0,1,0,0,0,0,0,3,2,6,1,constant,efficient,CalculatetheanglebetweenhourhandandminutehandGeeksforGeeks-1.java
0,0,0,3,0,0,0,0,1,0,0,0,2,8,3,5,n^2,quadratic,inefficient,InsertionSortGeeksforGeeks-1.java
2,0,0,1,0,0,0,0,0,0,0,0,0,5,2,6,n,linear,efficient,LinearSearchGeeksforGeeks-1.java
5,0,0,1,0,0,0,0,0,0,0,3,0,4,3,12,2^n,exponential,inefficient,PartitionproblemDP18GeeksforGeeks-1.java
4,0,0,4,0,0,0,0,0,0,1,0,3,11,2,17,n^2 * m,exponential,inefficient,WordLadderLengthofshortestchaintoreachatargetwordGeeksforGeeks-1.java

1,0,0,1,0,0,0,0,0,0,0,1,0,6,2,4,|n|^2,quadratic,inefficient,Computesumofdigitsinallnumbersfrom1tonGeeksforGeeks-2.java
3,0,0,1,0,0,0,0,0,0,0,0,0,4,2,7,n,linear,efficient,CountPossibleDecodingsofagivenDigitSequenceGeeksforGeeks-2.java
2,1,0,3,0,0,0,2,0,0,0,0,2,8,2,9,mn,polynomial,inefficient,EditDistanceDP5GeeksforGeeks-3.java
4,0,0,3,0,0,0,0,0,0,0,0,0,9,3,12,v+e,linear,efficient,FindifthereisapathbetweentwoverticesinadirectedgraphGeeksforGeeks-1.java
3,0,0,1,0,0,0,0,0,0,0,0,0,7,2,8,n,linear,efficient,FindIndexof0tobereplacedwith1togetlongestcontinuoussequenceof1sinabinaryarrayGeeksforGeeks-1.java
2,0,0,1,0,0,0,0,0,0,0,0,0,9,2,5,1,constant,efficient,FindtheclosestpairfromtwosortedarraysGeeksforGeeks-1.java
3,0,0,2,0,0,0,0,0,0,0,8,2,6,3,12,nm,quadratic,inefficient,FindthenumberofislandsSet1UsingDFSGeeksforGeeks-2.java
3,0,0,0,0,0,0,0,0,0,0,2,0,2,2,5,log n,logarithmic,efficient,ProgramforFibonaccinumbersGeeksforGeeks-8.java
4,2,0,4,0,0,0,0,0,0,0,0,0,4,2,16,n,linear,efficient,MobileNumericKeypadProblemGeeksforGeeks-3.java
1,0,0,3,0,0,0,0,0,0,0,0,0,7,3,7,n,linear,efficient,RandomnumbergeneratorinarbitraryprobabilitydistributionfashionGeeksforGeeks-1.java
9,0,0,7,0,0,0,0,0,0,0,1,2,9,4,28,9^(n*n,exponential,inefficient,SudokuBacktracking7GeeksforGeeks-1.java
6,0,0,6,0,0,0,2,0,0,0,2,0,16,4,14,v*(v+e,polynomial,inefficient,ArticulationPointsorCutVerticesinaGraphGeeksforGeeks-1.java
2,1,0,1,0,0,0,1,0,0,0,3,0,5,2,9,n^2,quadratic,inefficient,CuttingaRodDP13GeeksforGeeks-2.java

1,0,0,2,0,1,0,0,0,0,0,2,0,11,3,8,n log n,linearithmic,efficient,HuffmanCodingGreedyAlgo3GeeksforGeeks-1.java
3,1,0,3,0,0,0,0,0,0,0,0,3,8,5,15,n^3,polynomial,inefficient,MinimumCostPolygonTriangulationGeeksforGeeks-2.java
0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,log n,logarithmic,efficient,AddtwonumberswithoutusingarithmeticoperatorsGeeksforGeeks-1.java
1,0,0,3,0,0,0,0,0,0,0,0,0,6,3,7,v+e,linear,efficient,BreadthFirstSearchorBFSforaGraphGeeksforGeeks-1.java
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,constant,efficient,DetectiftwointegershaveoppositesignsGeeksforGeeks-2.java
0,0,0,3,0,0,0,0,0,0,1,0,0,8,2,7,log n,logarithmic,efficient,FindtheelementthatappearsonceGeeksforGeeks-3.java
5,0,0,0,0,0,0,1,0,0,0,6,0,4,4,11,n,linear,efficient,VertexCoverProblemSet2DynamicProgrammingSolutionforTreeGeeksforGeeks-2.java
2,0,0,7,0,0,0,0,0,0,0,0,3,6,3,14,v^3,polynomial,inefficient,FloydWarshallAlgorithmDP16GeeksforGeeks-1.java
7,0,0,5,0,0,0,0,0,0,0,2,2,6,6,26,9^(n*n,exponential,inefficient,SudokuBacktracking7GeeksforGeeks-3.java
2,0,0,0,0,0,0,0,0,0,0,4,0,2,2,5,n,linear,efficient,WriteaprogramtocalculatepowxnGeeksforGeeks-1.java
1,0,0,1,0,0,0,0,0,0,0,0,0,4,2,4,n,linear,efficient,ActivitySelectionProblemGreedyAlgo1GeeksforGeeks-1.java
1,0,0,1,0,0,0,0,0,0,0,0,0,4,2,5,n,linear,efficient,CountpossiblewaystoconstructbuildingsGeeksforGeeks-1.java
2,1,0,5,0,0,0,0,0,0,0,0,3,9,3,16,n^4,polynomial,inefficient,GivenamatrixofOandXfindthelargestsubsquaresurroundedbyXGeeksforGeeks-1.java
5,1,0,6,0,0,0,0,0,0,0,0,0,9,5,21,num * |num|,quadratic,inefficient,GivenanumberfindthenextsmallestpalindromeGeeksforGeeks-2.java
0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,3,n,linear,efficient,ProgramforFibonaccinumbersGeeksforGeeks-2.java
4,0,0,4,0,0,0,0,0,0,0,1,2,7,3,14,sum,linear,efficient,CountofndigitnumberswhosesumofdigitsequalstogivensumGeeksforGeeks-2.java
3,0,0,1,0,0,0,0,0,0,0,1,0,6,2,8,mv,polynomial,inefficient,FindminimumnumberofcoinsthatmakeagivenvalueGeeksforGeeks-1.java
2,0,0,2,0,0,0,0,0,0,0,0,2,6,2,8,mn,polynomial,inefficient,HowtocheckiftwogivensetsaredisjointGeeksforGeeks-1.java
0,0,0,4,0,0,0,0,1,0,0,0,3,9,3,7,n^2,quadratic,inefficient,ShellSortGeeksforGeeks-1.java
1,0,0,4,0,0,0,1,0,0,0,0,0,9,4,8,mn,polynomial,inefficient,BoyerMooreAlgorithmforPatternSearchingGeeksforGeeks-1.java
4,0,0,3,0,0,0,0,0,0,0,1,0,7,3,14,m+n,linear,efficient,ChannelAssignmentProblemGeeksforGeeks-1.java
7,0,0,5,4,0,0,0,0,0,0,0,0,3,2,26,n,linear,efficient,FindtheMinimumlengthUnsortedSubarraysortingwhichmakesthecompletearraysortedGeeksforGeeks-1.java
3,1,0,1,0,1,0,0,0,0,0,0,0,6,3,13,n log k,linearithmic,efficient,KthSmallestLargestElementinUnsortedArraySet1GeeksforGeeks-7.java
5,0,0,0,0,0,0,1,0,0,0,10,0,3,2,11,n,linear,efficient,LargestIndependentSetProblemDP26GeeksforGeeks-2.java
0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,1,constant,efficient,RotatebitsofanumberGeeksforGeeks-2.java
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,constant,efficient,DetectiftwointegershaveoppositesignsGeeksforGeeks-3.java
2,0,0,5,1,0,0,0,0,0,0,0,3,10,3,11,v^2 + e,quadratic,inefficient,GraphColoringSet2GreedyAlgorithmGeeksforGeeks-1.java
5,0,0,8,0,0,0,0,0,0,0,1,0,16,6,20,v+e,linear,efficient,LongestPathinaDirectedAcyclicGraphGeeksforGeeks-1.java
1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,constant,efficient,Smallestpowerof2greaterthanorequaltonGeeksforGeeks-4.java
2,0,0,5,0,0,0,0,0,0,0,0,2,11,4,11,e log v,linearithmic,efficient,Dijsktrasalgorithm-1.java
5,0,0,2,0,0,0,0,0,0,0,1,0,11,9,17,n log n,linearithmic,efficient,KthSmallestLargestElementinUnsortedArraySet1GeeksforGeeks-3.java
1,0,0,2,0,0,0,3,0,0,0,0,2,7,4,8,n^2,quadratic,inefficient,LengthofthelargestsubarraywithcontiguouselementsSet1GeeksforGeeks-1.java
1,0,0,3,0,0,0,0,0,0,0,0,3,8,2,8,n^2,quadratic,inefficient,LongestEvenLengthSubstringsuchthatSumofFirstandSecondHalfissameGeeksforGeeks-1.java
3,0,0,0,0,0,0,0,0,0,0,1,0,7,4,6,log n,logarithmic,efficient,ProgramforFibonaccinumbersGeeksforGeeks-5.java
0,0,0,2,0,0,0,0,0,0,0,0,2,6,2,3,mn,polynomial,inefficient,CoinChangeDP7GeeksforGeeks-2.java
0,0,0,1,0,0,0,0,0,0,0,0,0,5,2,2,n,linear,efficient,HornersMethodforPolynomialEvaluationGeeksforGeeks-1.java
1,0,0,2,0,0,0,0,0,0,0,0,2,4,2,5,n^2,quadratic,inefficient,PascalsTriangleGeeksforGeeks-2.java

1,0,0,1,0,0,0,0,0,0,0,1,0,3,3,5,n log n,linearithmic,efficient,Counttotalsetbitsinallnumbersfrom1tonGeeksforGeeks-1.java
3,1,0,5,0,0,0,0,0,0,0,0,2,5,2,15,n^2,quadratic,inefficient,PalindromePartitioningDP17GeeksforGeeks-4.java
2,0,0,4,0,0,0,0,0,0,0,0,2,7,2,9,n*log(log(n,linearithmic,efficient,SieveofEratosthenesGeeksforGeeks-1.java
0,0,0,3,0,0,0,0,0,0,0,0,0,2,2,4,n,linear,efficient,CountnumberofwaystoreachagivenscoreinagameGeeksforGeeks-1.java
6,1,0,2,0,0,0,0,0,0,0,3,2,6,2,19,sum*n,quadratic,inefficient,DynamicProgrammingSubsetSumProblem-3.java
0,0,0,3,0,0,0,0,0,0,0,0,0,1,2,5,n^1/2,sublinear,efficient,CountDistinctNonNegativeIntegerPairsxythatSatisfytheInequalityxxyynGeeksforGeeks-2.java
1,0,0,1,0,0,0,0,0,0,0,0,0,3,2,4,log n,logarithmic,efficient,CounttrailingzeroesinfactorialofanumberGeeksforGeeks-1.java
1,0,0,3,0,0,0,0,0,0,0,0,2,2,2,7,n^1/2,sublinear,efficient,Efficientprogramtoprintallprimefactorsofagivennumber-1.java
1,1,0,1,0,0,0,0,0,0,0,0,0,3,2,6,log(n,logarithmic,efficient,WriteaprogramtocalculatepowxnGeeksforGeeks-6.java
6,0,0,4,0,0,0,0,0,0,0,0,0,7,3,18,v+e,linear,efficient,CheckwhetheragivengraphisBipartiteornotGeeksforGeeks-2.java
1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,4,n,linear,efficient,Efficientprogramtoprintallprimefactorsofagivennumber-2.java
6,0,0,3,0,0,0,0,0,0,0,2,0,8,3,17,k,linear,efficient,FindkclosestelementstoagivenvalueGeeksforGeeks-1.java
2,0,0,8,0,0,0,1,0,0,0,0,2,12,3,20,max_flow * e,quadratic,inefficient,FordFulkersonAlgorithmforMaximumFlowProblemGeeksforGeeks-1.java
0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,3,"min(x, y, z",linear,efficient,SmallestofthreeintegerswithoutcomparisonoperatorsGeeksforGeeks-1.java
1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3,log n,logarithmic,efficient,CountsetbitsinanintegerGeeksforGeeks-4.java
1,0,0,1,0,0,0,0,0,0,0,1,0,3,3,5,2^n,exponential,inefficient,CountwaystoreachthenthstairGeeksforGeeks-2.java
3,0,0,1,0,0,0,0,0,0,0,0,0,1,2,8,log n,logarithmic,efficient,Findwhetheragivennumberisapowerof4ornotGeeksforGeeks-1.java

0,0,0,1,0,0,0,0,0,0,0,0,0,5,2,3,n,linear,efficient,FindtheNumberOccurringOddNumberofTimesGeeksforGeeks-3.java
1,0,0,2,0,0,0,1,0,0,0,3,2,5,2,7,n^2,quadratic,inefficient,PalindromePartitioningDP17GeeksforGeeks-3.java
3,1,0,5,0,0,0,0,0,0,0,2,3,13,4,17,log n,logarithmic,efficient,CountwaystoreachthenthstairGeeksforGeeks-7.java
5,0,0,0,0,0,0,0,0,0,0,2,0,5,2,10,log n,logarithmic,efficient,InterpolationSearchGeeksforGeeks-1.java
2,0,0,1,0,0,0,0,0,0,0,0,0,4,2,5,n,linear,efficient,LargestSumContiguousSubarrayGeeksforGeeks-1.java
16,6,0,0,0,0,0,4,0,0,0,0,0,13,5,53,n,linear,efficient,HowtocheckifagivenpointliesinsideoroutsideapolygonGeeksforGeeks-1.java
0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,2,n,linear,efficient,ProgramfornthCatalanNumberGeeksforGeeks-4.java
0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,log n,logarithmic,efficient,Smallestpowerof2greaterthanorequaltonGeeksforGeeks-3.java

0,0,0,2,0,0,0,0,0,0,0,0,0,4,3,5,n |n|,quadratic,inefficient,Computesumofdigitsinallnumbersfrom1tonGeeksforGeeks-1.java
0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,2,n,linear,efficient,EfficientprogramtocalculateexGeeksforGeeks-1.java
3,0,0,2,0,0,0,0,0,0,0,0,0,2,3,15,n,linear,efficient,MinimumnumberofsquareswhosesumequalstogivennumbernGeeksforGeeks-6.java
2,0,0,3,0,0,0,0,0,0,0,0,2,3,2,11,log n,logarithmic,efficient,FindthesmallestnumberwhosedigitsmultiplytoagivennumbernGeeksforGeeks-1.java
2,1,0,5,0,0,0,0,0,0,0,2,0,10,5,18,n log n,linearithmic,efficient,MergeSortforLinkedListsGeeksforGeeks-2.java
1,0,0,2,0,0,0,0,0,0,0,0,0,4,3,8,n,linear,efficient,ProgramfornthCatalanNumberGeeksforGeeks-3.java
6,0,0,0,0,0,1,0,0,0,0,2,0,6,2,13,log n,logarithmic,efficient,SearchinanalmostsortedarrayGeeksforGeeks-1.java
0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,3,n^1/2,sublinear,efficient,BabylonianmethodforsquarerootGeeksforGeeks-1.java
0,0,0,2,0,0,0,0,0,0,0,0,2,1,1,2,1,constant,efficient,Generateintegerfrom1to7withequalprobabilityGeeksforGeeks-1.java
5,0,0,6,0,0,0,0,0,2,1,0,2,21,2,22,n^2 * m,exponential,inefficient,WordLadderLengthofshortestchaintoreachatargetwordGeeksforGeeks-2.java
2,0,0,1,0,0,0,0,0,0,0,2,0,3,3,9,n,linear,efficient,CountwaystoreachthenthstairGeeksforGeeks-3.java
1,0,0,4,0,0,0,1,0,0,0,0,2,3,3,8,mn,polynomial,inefficient,MinCostPathDP6GeeksforGeeks-2.java
2,0,0,2,0,0,0,1,0,0,0,2,0,5,3,11,n^3,polynomial,inefficient,MatrixChainMultiplicationDP8GeeksforGeeks-2.java
3,0,0,4,0,0,0,0,0,0,0,1,2,9,3,14,m+n,linear,efficient,MaximumBipartiteMatchingGeeksforGeeks-1.java
3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,constant,efficient,Programtofindwhetheragivennumberispowerof2GeeksforGeeks-1.java
1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,4,log n,logarithmic,efficient,Smallestpowerof2greaterthanorequaltonGeeksforGeeks-2.java
2,0,0,0,0,0,0,0,0,0,0,1,0,0,3,6,b,linear,efficient,WriteyouownPowerwithoutusingmultiplicationanddivisionoperatorsGeeksforGeeks-2.java
3,1,0,4,1,0,0,0,1,0,0,0,0,8,5,12,n x n!,exponential,inefficient,PrintallpermutationsinsortedlexicographicorderGeeksforGeeks-2.java
6,1,0,4,0,0,0,0,0,0,0,2,0,10,3,18,2^n,exponential,inefficient,TugofWarGeeksforGeeks-1.java
2,0,0,4,0,0,0,0,0,0,0,0,2,4,2,7,n^2,quadratic,inefficient,MaximumSumIncreasingSubsequenceDP14GeeksforGeeks-1.java


2,0,0,0,0,0,0,0,0,0,0,1,0,2,2,5,log|n|,logarithmic,efficient,WriteaprogramtocalculatepowxnGeeksforGeeks-4.java
1,0,0,1,0,0,0,0,0,0,0,1,0,7,3,5,|n|,linear,efficient,Computesumofdigitsinallnumbersfrom1tonGeeksforGeeks-3.java
5,2,0,2,0,0,0,0,0,0,0,2,2,6,2,19,mn,polynomial,inefficient,GiventwostringsfindiffirststringisasubsequenceofsecondGeeksforGeeks-2.java
3,0,0,1,0,0,0,0,0,0,0,1,0,5,2,8,n^2,quadratic,inefficient,MinimumnumberofjumpstoreachendGeeksforGeeks-1.java

1,0,0,2,0,0,0,0,0,0,0,0,0,8,2,6,sum,linear,efficient,CountofndigitnumberswhosesumofdigitsequalstogivensumGeeksforGeeks-3.java
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,constant,efficient,CountwaystoreachthenthstairGeeksforGeeks-6.java
8,0,0,1,0,0,0,0,0,0,0,2,0,8,7,20,n^2,quadratic,inefficient,GivennappointmentsfindallconflictingappointmentsGeeksforGeeks-1.java
1,0,0,3,0,0,0,0,0,0,0,0,2,9,2,7,n^2,quadratic,inefficient,LongestEvenLengthSubstringsuchthatSumofFirstandSecondHalfissameGeeksforGeeks-2.java
4,0,0,6,0,0,0,0,0,0,0,1,2,15,3,17,n^2,quadratic,inefficient,WordWrapProblemDP19GeeksforGeeks-2.java
1,0,0,1,0,0,0,0,0,0,0,0,0,4,3,7,x,linear,efficient,CheckifbinaryrepresentationofanumberispalindromeGeeksforGeeks-1.java
4,0,0,2,0,0,0,0,0,0,0,3,0,6,2,13,mn,polynomial,inefficient,CoinChangeDP7GeeksforGeeks-4.java
1,0,0,1,0,0,0,0,0,0,0,0,0,4,2,3,n,linear,efficient,FindthetwononrepeatingelementsinanarrayofrepeatingelementsUniqueNumbers2GeeksforGeeks-2.java
4,1,0,2,0,0,0,0,0,0,0,0,0,8,2,15,n,linear,efficient,KthSmallestLargestElementinUnsortedArraySet1GeeksforGeeks-6.java
3,0,0,7,0,0,0,0,0,0,0,0,2,6,2,11,n^2,quadratic,inefficient,LongestBitonicSubsequenceDP15GeeksforGeeks-1.java
3,0,0,2,0,0,0,1,0,0,0,3,2,7,2,12,2^n,exponential,inefficient,LongestCommonSubsequenceDP4GeeksforGeeks-2.java
2,0,0,5,0,0,0,0,0,0,0,0,3,12,3,14,n^3,polynomial,inefficient,OptimalBinarySearchTreeDP24GeeksforGeeks-2.java
4,0,0,0,0,0,1,0,0,0,0,2,0,6,2,9,log n,logarithmic,efficient,BinarySearchGeeksforGeeks-1.java
2,1,0,4,0,0,0,1,0,0,0,0,3,5,2,11,n^3,polynomial,inefficient,PalindromePartitioningDP17GeeksforGeeks-2.java
0,0,0,1,0,0,0,0,0,0,0,0,0,6,2,2,n,linear,efficient,Countallpossiblegroupsofsize2or3thathavesumasmultipleof3GeeksforGeeks-1.java
3,0,0,3,0,0,0,0,0,0,0,1,0,8,4,11,log n,logarithmic,efficient,DisjointSetOrUnionFindSet1DetectCycleinanUndirectedGraphGeeksforGeeks-1.java
1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,log n,logarithmic,efficient,Findwhetheragivennumberisapowerof4ornotGeeksforGeeks-3.java
2,0,0,6,0,0,0,0,0,0,0,0,2,17,3,13,ve,quadratic,inefficient,BellmanFordAlgorithmDP23GeeksforGeeks-1.java
0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,2,log n,logarithmic,efficient,BirthdayParadoxGeeksforGeeks-2.java
5,0,0,4,1,0,0,0,0,0,0,0,2,9,2,15,nm,quadratic,inefficient,RabinKarpAlgorithmforPatternSearchingGeeksforGeeks-1.java
4,0,0,9,0,0,0,0,0,0,0,1,2,16,6,19,v+e,linear,efficient,StronglyConnectedComponentsGeeksforGeeks-1.java
0,0,0,3,0,0,0,0,0,0,0,0,2,5,3,5,1,constant,efficient,GraphanditsrepresentationsGeeksforGeeks-2.java
4,1,0,4,0,0,0,0,0,0,0,0,0,9,2,14,n1 + n2 + n3,linear,efficient,FindcommonelementsinthreesortedarraysGeeksforGeeks-2.java
1,0,0,3,1,0,0,1,1,0,0,0,2,8,2,8,n^2,quadratic,inefficient,JobSequencingProblemGeeksforGeeks-1.java
0,0,0,4,0,0,0,0,0,0,0,1,0,7,5,7,n,linear,efficient,LexicographicrankofastringGeeksforGeeks-2.java

1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3,log n,logarithmic,efficient,CountsetbitsinanintegerGeeksforGeeks-2.java
1,1,0,2,0,0,0,0,0,0,0,0,0,7,2,7,n log n,linearithmic,efficient,FindthetwononrepeatingelementsinanarrayofrepeatingelementsUniqueNumbers2GeeksforGeeks-1.java
0,0,0,2,0,0,0,0,0,0,0,0,0,6,2,5,n,linear,efficient,ProgramfornthCatalanNumberGeeksforGeeks-5.java
5,0,0,1,0,0,0,1,0,0,0,1,0,6,2,12,v^k,exponential,inefficient,ShortestpathwithexactlykedgesinadirectedandweightedgraphGeeksforGeeks-1.java

0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,3,n^1/2,sublinear,efficient,BabylonianmethodforsquarerootGeeksforGeeks-2.java
0,0,0,3,0,0,0,0,0,0,0,0,2,4,2,7,n^2,quadratic,inefficient,ProgramfornthCatalanNumberGeeksforGeeks-2.java

1,0,0,2,0,0,0,3,0,0,0,0,2,5,2,6,n^2,quadratic,inefficient,MinimumNumberofPlatformsRequiredforaRailwayBusStationGeeksforGeeks-1.java
3,0,0,2,0,0,0,0,0,0,0,2,0,7,4,11,n,linear,efficient,NutsBoltsProblemLockKeyproblemSet1GeeksforGeeks-1.java
1,0,0,1,0,0,0,0,0,0,0,0,0,6,2,5,n,linear,efficient,CountwaystoreachthenthstairGeeksforGeeks-5.java
2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,log n,logarithmic,efficient,Findwhetheragivennumberisapowerof4ornotGeeksforGeeks-4.java
0,0,0,1,0,0,0,2,0,0,0,0,0,6,2,3,n,linear,efficient,LargestSumContiguousSubarrayGeeksforGeeks-3.java
2,0,0,2,0,0,0,1,0,0,0,0,2,10,3,8,mn,polynomial,inefficient,LongestCommonSubsequenceDP4GeeksforGeeks-3.java
